"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MAT5K8C7","journalArticle","2021","Joshi, M.; Joshi, K.P.; Finin, T.","Delegated Authorization Framework for EHR Services Using Attribute-Based Encryption","IEEE Transactions on Services Computing","","19391374 (ISSN)","10.1109/TSC.2019.2917438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065980587&doi=10.1109%2FTSC.2019.2917438&partnerID=40&md5=575009106e29237a076ddde1010881e6","Medical organizations find it challenging to adopt cloud-based Electronic Health Records (EHR) services due to the risk of data breaches and the resulting compromise of patient data. Existing authorization models follow a patient-centric approach for EHR management, where the responsibility of authorizing data access is handled at the patients end. This creates a significant overhead for the patient who must authorize every access of their health record. This is not practical given that multiple personnel are typically involved in providing care and that the patient may not always be in a state to provide this authorization. Hence there is a need to develop a proper authorization delegation mechanism for safe, secure and easy to use cloud-based EHR Service management. We present a novel, centralized, attribute-based authorization mechanism that uses Attribute Based Encryption (ABE) and allows for delegated secure access of patient records. This mechanism transfers the service management overhead from the patient to the medical organization and allows easy delegation of cloud-based EHRs access authority to medical providers. © 2021 Elsevier B.V., All rights reserved.","2021","2025-11-10 09:29:28","2025-11-10 09:29:28","","1612-1623","","6","14","","IEEE Trans. Serv. Comput.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<p>Export Date: 10 November 2025; Cited By: 18; Correspondence Address: M. Joshi; Computer Science and Electrical Engineering Department, University of Maryland, Baltimore County, Baltimore, United States; email: maithi1@umbc.edu</p>","","","Semantic Web; Cloud computing; Knowledge graphs; cloud computing; Ontology; Medical computing; Attribute based access control; Digital storage; Electronic health record; Knowledge representation; Cryptography; Access control; Attribute-based encryptions; Hospital data processing; Records management; Cloud storages; Electronic document exchange; Authorization; Health risks; access broker; Access Broker; attribute based access control (ABAC); Attribute based encryption (ABE); cloud storage; electronic health record (EHR); Electronic medical record; Health; knowledge graph (ontology); Medical education; Societies and institutions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3A6D26DC","conferencePaper","2020","Adedugbe, O.; Benkhelifa, E.; Bani Hani, A.","A Cloud Computing Capability Model for Large-Scale Semantic Annotation","Proc. - Int. Conf. Dev. eSystems Eng., DeSE","21611343 (ISSN); 9781538617212 (ISBN); 9781728130217 (ISBN); 9798350368697 (ISBN); 9781665422383 (ISBN); 9781538667125 (ISBN); 9781665408882 (ISBN); 9798350335149 (ISBN); 9798350381344 (ISBN)","","10.1109/DeSE51703.2020.9450748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112582380&doi=10.1109%2FDeSE51703.2020.9450748&partnerID=40&md5=e646000395abf73c5f397e6405af6a71","Semantic technologies are designed to facilitate context-awareness for web content, enabling machines to understand and process them. However, this has been faced with several challenges, such as disparate nature of existing solutions and lack of scalability in proportion to web scale. With a holistic perspective to web content semantic annotation, this paper focuses on leveraging cloud computing for these challenges. To achieve this, a set of requirements towards holistic semantic annotation on the web is defined and mapped with cloud computing mechanisms to facilitate them. Technical specification for the requirements is critically reviewed and examined against each of the cloud computing mechanisms, in relation to their technical functionalities. Hence, a mapping is established if the cloud computing mechanism's functionalities proffer a solution for implementation of a requirement's technical specification. The result is a cloud computing capability model for holistic semantic annotation which presents an approach towards delivering large-scale semantic annotation on the web via a cloud platform. © 2021 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:29","2025-11-10 09:29:29","","335-340","","","2020-December","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. - Int. Conf. Dev. eSystems Eng., DeSE","<p>Export Date: 10 November 2025; Cited By: 1; Conference name: 13th International Conference on Developments in eSystems Engineering, DeSE 2020; Conference location: Virtual, Liverpool</p>","","","Cloud Computing; Cloud platforms; Context- awareness; Semantic Web; Cloud computing; Semantics; Semantic technologies; Semantic annotations; Websites; Specifications; Cloud Capability Model; Cloud Computing Mechanisms; Holistic perspectives; Semantic Annotation; Technical functionalities; Technical specifications; Web content semantics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Developments in eSystems Engineering, DeSE","","","","","","","","","","","","","","",""
"WR7V766B","conferencePaper","2020","Walid, R.; Joshi, K.P.; Choi, S.G.; Kim, D.-Y.","Cloud-based Encrypted EHR System with Semantically Rich Access Control and Searchable Encryption","Proc. - IEEE Int. Conf. Big Data, Big Data","9781728162515 (ISBN)","","10.1109/BigData50022.2020.9378002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103837564&doi=10.1109%2FBigData50022.2020.9378002&partnerID=40&md5=b985a6ac01e115c0735f84e0a1c3e577","Cloud-based electronic health records (EHR) systems provide important security controls by encrypting patient data. However, these records cannot be queried without decrypting the entire record. This incurs a huge amount of burden in network bandwidth and the client-side computation. As the volume of cloud-based EHRs reaches Big Data levels, it is essential to search over these encrypted patient records without decrypting them to ensure that the medical caregivers can efficiently access the EHRs. This is especially critical if the caregivers have access to only certain sections of the patient EHR and should not decrypt the whole record. In this paper, we present our novel approach that facilitates searchable encryption of large EHR systems using Attribute-based Encryption (ABE) and multi-keyword search techniques. Our framework outsources key search features to the cloud side. This way, our system can perform keyword searches on encrypted data with significantly reduced costs of network bandwidth and client-side computation. © 2025 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:29","2025-11-10 09:29:29","","4075-4082","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. - IEEE Int. Conf. Big Data, Big Data","<p>Export Date: 10 November 2025; Cited By: 12; Conference name: 8th IEEE International Conference on Big Data, Big Data 2020; Conference location: Virtual, Online; Conference sponsors: Ankura TM; IBM; IEEE; IEEE Computer Society</p>","","","Cloud Computing; Cloud-computing; Knowledge graph; Knowledge graphs; Searchable encryptions; Attribute based access control; Cloud securities; Ontology's; Electronic health record; Knowledge graph (ontology); Cloud Security; Electronic health; Health records; Cryptography; Search engines; Access control; Attribute-based encryptions; Hospital data processing; Knowledge Graph (Ontology); Records management; eHealth; Electronic document exchange; Searchable Encryption; Attribute Based Access Control; Attribute Based Encryption; Bandwidth; Electronic health Record","","Wu, X.; Jermaine, C.; Xiong, L.; Hu, X.T.; Kotevska, O.; Lu, S.; Xu, W.; Aluru, S.; Zhai, C.; Al-Masri, E.; Chen, Z.; Saltz, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"993BEWZY","conferencePaper","2020","Wallace, J.; Valdivia, A.","A Hybrid Artificial Intelligence, Machine Learning, and Control Algorithm Integration Framework for Embedded Systems using Semantic Web Technology","Proc. - Int. Conf. Comput. Sci. Comput. Intell., CSCI","9781728176246 (ISBN)","","10.1109/CSCI51800.2020.00089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113405721&doi=10.1109%2FCSCI51800.2020.00089&partnerID=40&md5=f145d95d5b323a5e4920b2683d6a7647","A framework to integrate structurally different artificial intelligence, machine learning, and control algorithms is combined with an execution framework to create a powerful embedded system development platform. Control, decision, or algorithms providing an emulation of intelligent behavior in both declarative (interpreted) and imperative (compiled) paradigms can now be combined, for example Prolog and neural networks, respectively. This hybridization of algorithms provides more efficient overall control of systems in terms of resources such as compute cycles, network bandwidth and throughput, and memory speed and capacity. By providing an execution framework and control software that is native to embedded system and cloud architectures, and supports interactivity and time synchronization, the true utility of cloud computing and big data systems can be increased. © 2021 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:29","2025-11-10 09:29:29","","492-497","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. - Int. Conf. Comput. Sci. Comput. Intell., CSCI","<p>Export Date: 10 November 2025; Cited By: 2; Conference name: 2020 International Conference on Computational Science and Computational Intelligence, CSCI 2020; Conference location: Las Vegas; NV; Conference sponsors: American Council on Science and Education</p>","","","Semantic Web; machine learning; Learning algorithms; artificial intelligence; Cloud architectures; Machine learning; interoperability; Semantic Web technology; Intelligent computing; control algorithm; declarative and imperative language; Embedded system development; embedded systems; Embedded systems; Execution framework; Hybrid artificial intelligences; integration; Integration frameworks; Intelligent behavior; Time synchronization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7I843ITU","conferencePaper","2020","Roungeris, K.; Zissis, D.; Androulakis, G.S.","A suggested taxonomy for Governmental Clouds","Proc. - Int. Conf. Comput. Sci. Comput. Intell., CSCI","9781728176246 (ISBN)","","10.1109/CSCI51800.2020.00240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113381432&doi=10.1109%2FCSCI51800.2020.00240&partnerID=40&md5=8e47202ba8fc8d2372fcd0fd4a4d18b6","Cloud Computing has undoubtedly been the most disruptive IT paradigm of the last two decades, spanning a wide area of technologies and implementations. Its emergence is already transforming the public sector with relevant e-Government use cases. The adoption of various cloud-related initiatives as part of national strategies is driving the need to use a common framework to better describe, analyse and compare those implementations, known as Governmental Clouds. In addition, for any interoperability to be effective in the long run, a standard framework and common language to describe the relevant ontologies should exist. This paper aims to introduce and discuss a taxonomy of three different models based on the existing and emerging Cloud Computing governmental best practices and available use cases, addressing the lack of relevant concrete definitions. © 2021 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:29","2025-11-10 09:29:29","","1282-1287","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. - Int. Conf. Comput. Sci. Comput. Intell., CSCI","<p>Export Date: 10 November 2025; Cited By: 0; Conference name: 2020 International Conference on Computational Science and Computational Intelligence, CSCI 2020; Conference location: Las Vegas; NV; Conference sponsors: American Council on Science and Education</p>","","","Cloud Computing; Cloud computing; Best practices; Taxonomies; e-government; Intelligent computing; Cloud Standardisation; Common languages; E-government; Governmental Clouds; National strategies; Public sector; Standard frameworks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L6N2SGMD","conferencePaper","2020","Ouarhim, A.; Lakhrouit, J.; Baïna, K.","Business Process Modeling Notation Extension for Real Time Handling - Application to Novel Coronavirus (2019-nCoV) management process","Proc. Int. Conf. Cloud Comput. Artif. Intell.: Technol. Appl., CloudTech","9781728161754 (ISBN)","","10.1109/CloudTech49835.2020.9365900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102630158&doi=10.1109%2FCloudTech49835.2020.9365900&partnerID=40&md5=c72967e96d40cc97c569576f9c0a1ecb","The need of real-time enterprises increases according to our life style and customers' satisfaction goal. Real-time business process is one of the important components of a real-time enterprise. For that, a formal definition of real-time concept and real-time process was indispensable. This work presents a formal definition of real-time concept, real-time ontology and a proposition of a real-time component with real-time attributes. This new dimension of time contains three components: latency time, acceptance interval and theoretical time. This definition gives a new vision of time, not just an ordinary vision as periods and calendar but as a response to our needs in real-time enterprises: real-time. Before the proposition of a real-time component for BPMN language, which we applicate to Novel Coronavirus (2019-nCoV) management process, as case study. © 2021 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:29","2025-11-10 09:29:29","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. Cloud Comput. Artif. Intell.: Technol. Appl., CloudTech","<p>Export Date: 10 November 2025; Cited By: 1; Conference name: 5th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications, CloudTech 2020; Conference location: Marrakesh</p>","","","Cloud computing; Ontology; Artificial intelligence; BPMN language; Busines process; Business process modeling notations; Coronavirus process; Customer satisfaction; Customers' satisfaction; Formal definition; Management process; Real-time; Real-time business; Real-time Enterprises; Real-time handling; Real-time process; Three component","","Essaaidi, M.; Zbakh, M.; Ouacha, A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZ8RP7QY","conferencePaper","2020","Zhang, S.; Liu, X.; Xu, B.; Cai, L.; Hu, Y.","Construction of a Cloud Scenario Knowledge Graph for Cloud Service Market","Proc.IEEE Int. Conf. Software Eng. Serv. Sci., ICSESS","23270586 (ISSN); 23270594 (ISSN); 9798350389159 (ISBN); 9781479932788 (ISBN); 9781728109459 (ISBN); 9781479983520 (ISBN); 9781538665640 (ISBN); 9781538645703 (ISBN); 9781665415057 (ISBN); 9781467399036 (ISBN); 9781467349970 (ISBN); 9781665410311 (ISBN)","","10.1109/ICSESS49938.2020.9237681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096159887&doi=10.1109%2FICSESS49938.2020.9237681&partnerID=40&md5=1dcb3ee5146c704465980e2331c1c3e1","Fast-growing cloud computing technology makes cloud application scenarios more diversified and difficult to choose. A knowledge recommending system is an effective way to reach automatic recommendation services. In this paper, we constructed a cloud scenario knowledge graph (CSKG) for cloud service market to assist cloud knowledge management and provided a web service interface for recommended applications. First a cloud scenario domain ontology was defined based on product knowledge of cloud suppliers and experience of domain experts. Then the BiLSTM-CRF model and Rule-based method were combined to automatically extract structured knowledge from multi-source and heterogeneous texts, where we proposed a tagging schema combined with entity extraction and relation classifier. Finally, a cloud scenario knowledge graph was constructed and visualized, several application examples based on the CSKG service were suggested. © 2020 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:29","2025-11-10 09:29:29","","503-506","","","2020-October","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","Journal Abbreviation: Proc.IEEE Int. Conf. Software Eng. Serv. Sci., ICSESS","<p>Export Date: 10 November 2025; Cited By: 4; Conference name: 11th IEEE International Conference on Software Engineering and Service Science, ICSESS 2020; Conference location: Beijing; Conference sponsors: IEEE Beijing Section; The Institute of Electrical and Electronics Engineers</p>","","","Software engineering; Knowledge acquisition; Knowledge management; Commerce; Web services; Knowledge representation; Cloud computing technologies; cloud service; Application examples; cloud application scenario; Cloud applications; domain knowledge graph; Entity extractions; Product knowledge; recommendation system; Rule-based method; Structured knowledge; Web service interface","","Wenzheng, L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS","","","","","","","","","","","","","","",""
"43IJV4T3","conferencePaper","2020","Singi, K.; Choudhury, S.G.; Kaulgud, V.; Bose, R.P.J.C.; Podder, S.; Burden, A.P.","Data Sovereignty Governance Framework","Proc. - IEEE/ACM Int. Conf. Softw. Eng. Workshops, ICSEW","9781450379632 (ISBN)","","10.1145/3387940.3392212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093095859&doi=10.1145%2F3387940.3392212&partnerID=40&md5=54e9f9594297cba73026239fded1a4e5","Data has emerged as a central commodity in most modern applications. Unregulated and rampant collection of user and usage data by applications led to concerns on privacy, trust, and ethics. This has resulted in several governments and organizations across geographies to frame laws on data (e.g., the European Union's General Data Protection Regulation (GDPR)) that govern and define boundaries for the storage, processing and transitioning of data; and thereby safeguard the interests of its citizens. Data Sovereignty and Data Localization are two important aspects, which deal with the adherence to the laws and governance structures, that define where and how data is collected and processed. The applicability of different laws depends upon several attributes such as the nature, type, and purpose of data. Non-compliance to laws/regulations can lead to serious repercussions for enterprises, ranging from hefty penalties to loss of brand value. Ensuring that all of their applications are complaint to various laws and regulations is non-trivial. Enterprises have to deal with a plethora of laws (that are constantly evolving) and are often confused even in correctly identifying all the applicable laws for their context leave alone ensuring compliance to regulations. Therefore, in this paper, we propose a knowledge graph based data sovereignty governance framework that assists in classifying data and in identifying the relevant applicable laws. © 2020 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:29","2025-11-10 09:29:29","","303-306","","","","","","","","","","","Association for Computing Machinery, Inc","","English","","","Scopus","","","","Journal Abbreviation: Proc. - IEEE/ACM Int. Conf. Softw. Eng. Workshops, ICSEW","<p>Export Date: 10 November 2025; Cited By: 9; Conference name: 42nd IEEE/ACM International Conference on Software Engineering Workshops, ICSEW 2020; Conference location: Seoul; Conference sponsors: ACM SIGSOFT; Association for Computing Machinery (ACM); IEEE Computer Society; IEEE Technical Council on Software Engineering (TCSE); Korean Institute of Information Scientists and Engineers</p>","","","Cloud Computing; Knowledge graphs; Software engineering; Graphic methods; Digital storage; Knowledge Graph; Knowledge representation; Classification; Privacy by design; Data localization; Data Sovereignty; European union; General data protection regulations; Governance; Governance structures; International law; Laws and regulations; Modern applications; Non-compliance; Technical presentations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHWE3NXT","conferencePaper","2020","Yuan, W.","Development and Implementation of Art Teaching Resource Base on Mobile Platform","Proc. - Int. Conf. Smart Grid Electr. Autom., ICSGEA","9781728182780 (ISBN)","","10.1109/ICSGEA51094.2020.00097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098515122&doi=10.1109%2FICSGEA51094.2020.00097&partnerID=40&md5=a7433270341c21d79ab3fb9cee63a9bb","The innovation of art teaching mode is to develop art teaching resources and organize professional teaching with the help of network teaching platform. According to the actual needs of users in the process of art teaching and the problems in the learning resource management system, this paper designs and implements a learning resource management system based on mobile cloud computing combining mobile cloud computing technology, framework, ontology technology and data mining technology, and provides the system architecture and functional modules. The system platform takes learners as the service center, and the sharing and retrieval efficiency of learning resources and enriching the classification of learning resources are taken as the design goal. Through the test of the function and performance of the system platform, it is verified that all the functional modules in the platform can operate normally, which achieves the initial design goal, and proves the feasibility of our scheme. © 2020 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:30","2025-11-10 09:29:30","","423-427","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. - Int. Conf. Smart Grid Electr. Autom., ICSGEA","<p>Export Date: 10 November 2025; Cited By: 1; Conference name: 5th International Conference on Smart Grid and Electrical Automation, ICSGEA 2020; Conference location: Zhangjiajie; Conference sponsors: Hongkong Intelligent Computation Technology and Automation Association; Xiamen University Tan Kah Kee College</p>","","","Learning systems; Information management; Engineering education; Arts computing; Data mining; Natural resources management; Resource allocation; Mobile cloud computing; Smart power grids; Electric power transmission networks; SOA; art teaching resource; Data mining technology; Functional modules; Learning resource; mobile platform; Mysql; Network teaching platforms; Ontology technology; Retrieval efficiency; System architectures; System platforms; Webservice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEY8LTBS","journalArticle","2020","Joshi, K.P.; Elluri, L.; Nagar, A.","An Integrated Knowledge Graph to Automate Cloud Data Compliance","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2020.3008964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090322546&doi=10.1109%2FACCESS.2020.3008964&partnerID=40&md5=ba5b0d00edae3c0276923930806c2510","To address data protection concerns, authorities and standards bodies worldwide have released a plethora of regulations, guidelines, and software controls to be applied to Cloud data. As a result, service providers maintaining their end-user's private attributes have seen a surge in compliance requirements. Since most of these regulations are not available in a machine-processable format, it requires significant manual effort to adhere to them. Often many of the laws have overlapping rules, but as they are not referencing each other, providers must duplicate efforts to comply with each regulation. We have done a detailed study of all the data protection regulations that apply to Cloud data. We have developed an integrated, semantically rich knowledge graph that captures these various data compliance regulations. It includes the data threats and security controls that are needed to mitigate the risks. In this paper, we present this knowledge graph in detail, along with the system that we have developed to evaluate it. We have validated our knowledge graph against the privacy policies of various Cloud service providers like Amazon, Google, IBM, and Rackspace. This knowledge graph is available in the public domain and can be used by organizations to automate their compliance processes and set their enterprise Cloud security policies. © 2020 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:30","2025-11-10 09:29:30","","148541-148555","","","8","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<p>Export Date: 10 November 2025; Cited By: 31; Correspondence Address: K.P. Joshi; Department of Information Systems, University of Maryland Baltimore County, Baltimore, 21250-0002, United States; email: karuna.joshi@umbc.edu; L. Elluri; Department of Information Systems, University of Maryland Baltimore County, Baltimore, 21250-0002, United States; email: lelluri1@umbc.edu</p>","","","Cloud computing; Knowledge graphs; Cloud securities; cloud security; Cloud service providers; Knowledge representation; Data privacy; Service provider; cloud security models; Compliance regulations; Laws and legislation; Privacy policies; security compliance models; Security controls; security domains; Software control; Turing machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z4FDR5YR","conferencePaper","2020","Nigam, V.V.; Paul, S.; Prakash Agrawal, A.P.; Bansal, R.","A review paper on the application of knowledge graph on various service providing platforms","Proc. Conflu. - Int. Conf. Cloud Comput., Data Sci. Eng.","9781728127910 (ISBN)","","10.1109/Confluence47617.2020.9058298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083977672&doi=10.1109%2FConfluence47617.2020.9058298&partnerID=40&md5=b83a22b026d1fe1e44348191601586aa","During the past decade or so, knowledge graphs have stealthily made way into our daily lives, whether through voice assistants (the likes of Alexa, Google Assistant or Siri), spontaneous search results or customized personal shopping experiences through online stores recommenders. Today, we are surrounded and constantly interacting with knowledge graphs on a regular basis. The scope and impact of knowledge graphs and underlying graph databases are still a mystery to people. Considering its smooth entry into our lives, most of us are unaware of how dependent we actually are on the technology. In this paper, we have shown the working of the Google knowledge graph and how the knowledge graph works as the most effective recommendation system. We have discussed how it finds its way through daily life in various fields like Banking, Social media (Facebook, LinkedIn, Netflix), Food application (Uber Eats) and the Healthcare sector. © 2020 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:31","2025-11-10 09:29:31","","716-720","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. Conflu. - Int. Conf. Cloud Comput., Data Sci. Eng.","<p>Export Date: 10 November 2025; Cited By: 11; Conference name: 10th International Conference on Cloud Computing, Data Science and Engineering, Confluence 2020; Conference location: Noida; Amity University Uttar Pradesh, Noida Campus; Conference sponsors: IEEE</p>","","","Cloud computing; Knowledge graph; Knowledge graphs; Graph Databases; Social networking (online); Data; Food applications; Google knowledge graph; Healthcare sectors; Knowledge graph-based recommendation system; Online store; Recommendation system; Review papers; Service-providing; Social media; Underlying graphs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJTWCEV2","journalArticle","2020","Alkadi, O.S.; Moustafa, N.; Turnbull, B.; Choo, K.-K.R.","An Ontological Graph Identification Method for Improving Localization of IP Prefix Hijacking in Network Systems","IEEE Transactions on Information Forensics and Security","","15566013 (ISSN)","10.1109/TIFS.2019.2936975","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071661668&doi=10.1109%2FTIFS.2019.2936975&partnerID=40&md5=2719204bad943a54335549779fdf1964","IP prefix hijacking continues to be a pervasive cyber security threat to the core internet routing infrastructure. The data security of multiple cloud-based services is also susceptible to these threats, due to the high dependency on traditional routing protocols. Although a number of hijacking detection techniques have been recently proposed, no existing system has effectively addressed the problem of detecting malicious transit Autonomous System (AS) services in any detected hijacking occurrences. The ability to locate and isolate malicious services is critical for conducting a necessary mitigation strategy at an early stage, to minimise the impact of the attack, to restore cloud services quickly. In this paper, we propose an effective real-time processing method, so-called Ontological Graph Identification (OGI), for detecting IP prefix hijacking of nodes and suspicious transit nodes caused by the hijacked nodes through ASs. The proposed method is evaluated using the two public datasets of RIPE RIS and RouteView. Experimental results revealed improved performance for the detection of malicious transit nodes compared with peer techniques. It is, therefore, shown that the proposed method has utility in automating the process of investigating nodes with suspicious activities in real network systems. © 2019 Elsevier B.V., All rights reserved.","2020","2025-11-10 09:29:31","2025-11-10 09:29:31","","1164-1174","","","15","","IEEE Trans. Inf. Forensics Secur.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<p>Export Date: 10 November 2025; Cited By: 15; Correspondence Address: K.-K.R. Choo; Department of Information Systems and Cyber Security, Department of Electrical and Computer Engineering, University of Texas at San Antonio, San Antonio, 78249-0631, United States; email: raymond.choo@fulbrightmail.org</p>","","","Cloud computing; Ontology; Distributed computer systems; Interactive computer systems; Anomaly detection; anomaly detection; Real time systems; Autonomous systems; BGP hijacking; Fault tolerant computer systems; Internet protocols; IP networks; IP prefix hijacking; Ip prefix hijackings; network systems; Network systems; Peer to peer networks; Peer-to-peer computing; Periodic structures; Routing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUN9W7KJ","conferencePaper","2019","Xie, H.; Chai, W.; Lin, S.","Sequence data enhancement method based on knowledge graph","Proc. - IEEE Intl Conf Parallel Distrib. Process. Appl., Big Data Cloud Comput., Sustain. Comput. Commun., Soc. Comput. Netw., ISPA/BDCloud/SustainCom/SocialCom","9781728143286 (ISBN)","","10.1109/ISPA-BDCloud-SustainCom-SocialCom48970.2019.00195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085488551&doi=10.1109%2FISPA-BDCloud-SustainCom-SocialCom48970.2019.00195&partnerID=40&md5=3299cea344190bbe487fb16d684a1452","To solve the problem of low recommendation accuracy caused by too little user behavior information in the current behavior recommendation system, an algorithm based on end-to-end data enhancement was proposed. In this paper, knowledge graph is constructed by learning and integrating structured knowledge network. Moreover, the characteristics of users with high preference similarity can be propagated through the inter-entity relations mapped by the knowledge map to reconstruct the preference vector of users. Through comparative experiments on open data sets, the AUC of RNN model, CNN model, RNN attention model and ATRank were improved by 3.28%, 2.35%, 2.89% and 1.30%, respectively. © 2020 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","1359-1364","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. - IEEE Intl Conf Parallel Distrib. Process. Appl., Big Data Cloud Comput., Sustain. Comput. Commun., Soc. Comput. Netw., ISPA/BDCloud/SustainCom/SocialCom","<p>Export Date: 10 November 2025; Cited By: 1; Conference name: 17th IEEE International Conference on Parallel and Distributed Processing with Applications, 9th IEEE International Conference on Big Data and Cloud Computing, 9th IEEE International Conference on Sustainable Computing and Communications, 12th IEEE International Conference on Social Computing and Networking, ISPA/BDCloud/SustainCom/SocialCom 2019; Conference location: Xiamen</p>","","","Cloud computing; Knowledge graph; Knowledge graphs; Big data; Behavioral research; Social networking (online); Open Data; Comparative experiments; Recommender system; Structured knowledge; Attention model; Current behaviors; Data enhancement; Enhancement; Inter-entity; Recommendation accuracy; User behaviors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
