"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9NL9CR9Y","journalArticle","2019","Dahmani, D.; Rahal, S.A.; Belalem, G.","A new approach to improve association rules for big data in cloud environment","International Arab Journal of Information Technology","","16833198 (ISSN); 23094524 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075597714&partnerID=40&md5=f2624415f7fed48a04829f9aa3d00047","The technique of association rules is very useful in Data Mining, but it generates a huge number of rules. So, a manual post-processing is required to target only the interesting rules. Several researchers suggest integrating users' knowledge by using ontology and rule patterns, and then select automatically the interesting rules after generating all possible rules. However, nowadays the business data are extremely increasing, and many companies have already opted for Big Data systems deployed in cloud environments, then the process of generating association rules becomes very hard. To deal with this issue, we propose an approach using ontology with rule patterns to integrate users' knowledge early in the preprocessing step before searching or generating any rule. So, only the interesting rules which respect the rule patterns will be generated. This approach allows reducing execution time and minimizing the cost of the post-processing especially for Big Data. To confirm the performance results, experiments are carried out on Not Only Strutured Query Language (NoSQL) databases which are distributed in a cloud environment. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","1013-1020","","6","16","","Int. Arab J. of Info. Tech.","","","","","","","","English","","","Scopus","","","","Publisher: Zarka Private University PO Box 132222 ZARQA 13132","<p>Export Date: 10 November 2025; Cited By: 6</p>","","","Cloud computing; Ontology; Big data; Association rules; NoSQL; Rule patterns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNUAYY9R","journalArticle","2019","Huang, J.-Y.; Chen, R.-C.","Exploring the intellectual structure of cloud patents using non-exhaustive overlaps","Scientometrics","","01389130 (ISSN); 15882861 (ISSN)","10.1007/s11192-019-03219-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073620610&doi=10.1007%2Fs11192-019-03219-4&partnerID=40&md5=166060e73f84cf48a82ff2153e7d0b49","Utilizing advanced information technology to identify the intellectual structure of patents is important for the fast-emerging cloud computing industry; however, related literature is limited. Because the existing three categories of cloud computing business mode are partially overlapped, the customary SPI model as a basis for patent analysis is unable to grasp the development status of cloud computing correctly. The aims of this study are to obtain clustering of cloud patent with overlapping claims and to identify the intellectual structure of different research themes in the development of cloud computing. This study first proposes an ontology-based compound retrieval policy to retrieve three non-overlapped cloud patents. We then propose a new overlapping cluster algorithm using the patents with the highest degree centralities as the initial central points for clustering, and utilizing the Taguchi and technique for order preference by similarity to ideal solution methods for integrating the clustering quality-related indices. Based on the database of the three overlapped clusters of cloud computing patents, we propose a group technology-based co-word analysis, incorporating with the visual methods of social network analysis and multivariate analysis, to investigate the R&D themes in each service mode of cloud computing. Based on the analysis results, technologies related to computer-readable storage medium and computer program are of particular interest to the SaaS enterprises. The virtual machine technologies are the major development directions of PaaS enterprises, and virtual computing environment has gained many attentions from the IaaS enterprises. The proposed method for exploring the intellectual structure, as well as the analyzed results for unveiling the development status of cloud computing and the co-opetition relationship between companies, can provide valuable references for cloud-related companies to make their R&D management strategy. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","739-769","","2","121","","Scientometrics","","","","","","","","English","","","Scopus","","","","Publisher: Springer Netherlands rbk@louisiana.edu","<p>Export Date: 10 November 2025; Cited By: 6; Correspondence Address: R.-C. Chen; Department of Distribution Management, National Taichung University of Science and Technology, Taichung, No. 129, Sec. 3, Sanmin Rd., 404, Taiwan; email: rcchens@nutc.edu.tw</p>","","","Cloud computing; Co-word analysis; Social network analysis; Group technology; Overlapping clustering; Patent analysis; TOPSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GLTPBLV","journalArticle","2019","Dhanasekaran, S.; Vasudevan, V.","A Cognizant agent system for optimizing cloud service searching strategy","Cluster Computing","","13867857 (ISSN)","10.1007/s10586-018-1915-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045027005&doi=10.1007%2Fs10586-018-1915-7&partnerID=40&md5=47c2618ddb19f896fbdc1111432822be","Cloud service searching technique is used to find relevant information on World Wide Web. Each search engine maintains following process in real time environment like web crawling, web scrapping, indexing and searching. The search engine over cloud is specially designed for cloud service discovery. This search engine mainly concentrates on discovering appropriate cloud services in effective and efficient manner. We proposed a technique named as Cognizant Clustering Algorithm that group service entries based on cloud user requirements that include functional, technical and cost specification. This search engine uses a similarity ontology that provides interrelationships between service entries. The similarity ontology has three kind of operation over cloud that includes perception, object entity and data type similarity reasoning. It uses Cognizant clustering matrix to calculate the number of service entries, distance and utilization per request. It improves the search result more effective and significantly increases the performance in service discovery over cloud environment. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","13381-13386","","","22","","Cluster Comput.","","","","","","","","English","","","Scopus","","","","Publisher: Springer","<p>Export Date: 10 November 2025; Cited By: 3; Correspondence Address: S. Dhanasekaran; Kalasalingam University, Srivilliputtur, India; email: Dhanasekaran987@outlook.com</p>","","","Cloud computing; Ontology; Cloud services; Distributed computer systems; Distributed database systems; Service discovery; Web services; Clustering algorithms; Search engines; Web crawler; Agent system; Agent systems; Information recovery; Similarity reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EV6PEBPC","journalArticle","2019","Kim, B.-H.; Kim, J.-R.","A reference model for semantic enabled services library system","International Journal of Advanced Science and Technology","","22076360 (ISSN); 20054238 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081190484&partnerID=40&md5=cc2a7379d283352c475132dd29f45eef","Background/Objectives: This study proposes functional requirements and an architectural reference model of Semantic Library, recognized as a prototype of nextgeneration library information systems. Methods/Statistical analysis: Semantic Library can realize semantic interoperability and integration based on ontology and metadata, and also renovate information services for users with openness, sharing, participation and collaboration. Semantic Library will be effectively implemented by means of service-oriented architecture and the logical structure of FRBR. In this study, a reference model of Semantic Library at cloud computing environment emerging is presented as a next-generation model of library information systems. Findings: The LOD form evolves into an open library framework, and the detailed technology can be categorized into six categories. First is LOD converting technology, which can publish structured database like non-structured data into RDF triples by rule-based mechanism. Second is to develop an ontology language to specify LOD data at web service and distributed processing system, and is about technology for registering LOD information resources which is possible to register LOD specification. Third is LOD data retrieving parts for LOD data set and semantic retrieving system which are used to search ontology, semantic web and semantic retrieving field. Fourth is knowledge service specification and registration enabled field. Fifth is about discovery of semantic based knowledge service used for semantic based matching system which discovers most optimized services to coup with user requirements and service profile for ontology, semantic web and inferences. Six is LOD based service development parts, which is an integrated development environment (IDE). Improvements/Applications: This study combines libraries, information technology, and nextgeneration Internet technologies, including the concept of semantic libraries and functional requirements. © 2020 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","100-110","","5","28","","Int. J. Adv. Sci. Technol.","","","","","","","","English","","","Scopus","","","","Publisher: Science and Engineering Research Support Society ijbsbt@sersc.org PO Box 5014Sandy Bay TAS 7005 Tasmania","<p>Export Date: 10 November 2025; Cited By: 2; Correspondence Address: J.-R. Kim; Collage of Convergence & Liberal Arts, WonKwang University, City Iksan, 54538, South Korea; email: cyanic@wku.ac.kr</p>","","","Ontology; LOD; FRBR; Library3.0; Semantic digital library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CACAXS2V","journalArticle","2019","Fu, Z.; Huang, F.; Sun, X.; Vasilakos, A.V.; Yang, C.-N.","Enabling Semantic Search Based on Conceptual Graphs over Encrypted Outsourced Data","IEEE Transactions on Services Computing","","19391374 (ISSN)","10.1109/TSC.2016.2622697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077359111&doi=10.1109%2FTSC.2016.2622697&partnerID=40&md5=6ef0820e5adb90922e60fc541616724f","Currently, searchable encryption is a hot topic in the field of cloud computing. The existing achievements are mainly focused on keyword-based search schemes, and almost all of them depend on predefined keywords extracted in the phases of index construction and query. However, keyword-based search schemes ignore the semantic representation information of users' retrieval and cannot completely match users' search intention. Therefore, how to design a content-based search scheme and make semantic search more effective and context-aware is a difficult challenge. In this paper, for the first time, we define and solve the problems of semantic search based on conceptual graphs (CGs) over encrypted outsourced data in clouding computing (SSCG). We first employ the efficient measure of sentence scoring in text summarization and Tregex to extract the most important and simplified topic sentences from documents. We then convert these simplified sentences into CGs. To perform quantitative calculation of CGs, we design a new method that can map CGs to vectors. Next, we rank the returned results based on text summarization score. Furthermore, we propose a basic idea for SSCG and give a significantly improved scheme to satisfy the security guarantee of searchable symmetric encryption (SSE). Finally, we choose a real-world dataset, i.e., the CNN dataset to test our scheme. The results obtained from the experiment show the effectiveness of our proposed scheme. © 2020 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","813-823","","5","12","","IEEE Trans. Serv. Comput.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers","<p>Export Date: 10 November 2025; Cited By: 103</p>","","","Semantic Web; Cloud computing; Query processing; Searchable encryptions; Semantic search; Semantics; cloud computing; Keyword-based search; Searchable encryption; Cryptography; ranked search; Text processing; semantic search; Statistical tests; Conceptual graph; conceptual graphs; Content-based search; Quantitative calculation; Semantic representation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A54REA9L","journalArticle","2019","Li, Y.; Li, J.J.; Shi, P.; Qin, X.","Building an open cloud virtual dataspace model for materials scientific data","Intelligent Automation and Soft Computing","","2326005X (ISSN); 10798587 (ISSN)","10.31209/2019.100000116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074005691&doi=10.31209%2F2019.100000116&partnerID=40&md5=13c924d73b09a25369caf3b028761c8d","The applications to process large amounts of materials scientific data at different scales, have been placed the field of materials science on the verge of a revolution. This domain faces serious challenges, including diversity of format of scientific data, and missing unified platform for sharing. A Virtual DataSpace model and the evolution model is introduced to organize heterogeneous data according to the user requirements and track the variations of data. The open cloud model is embedded in a materials scientific data sharing platform in our experiments to verify its effectiveness. The results show the model has made efforts making more information available and useful for researchers. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","615-624","","3","25","","Intell. Autom. Soft Comp.","","","","","","","","English","","","Scopus","","","","Publisher: TSI Press tsi@wacong.org","<p>Export Date: 10 November 2025; Cited By: 7; Correspondence Address: J.J. Li; School of Computer and Communication Engineering, University of Science and Technology Beijing (USTB), Beijing, 100083, China; email: liyang@ustb.edu.cn</p>","","","Cloud computing; Ontology; Intelligent services; Materials scientific data; Virtual dataspaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WJNQIUW","journalArticle","2019","Ben Djemaa, R.; Nabli, H.; Amous Ben Amor, I.","Enhanced semantic similarity measure based on two-level retrieval model","Concurrency and Computation: Practice and Experience","","15320626 (ISSN); 15320634 (ISSN)","10.1002/cpe.5135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060328152&doi=10.1002%2Fcpe.5135&partnerID=40&md5=7ee9fc05424021b8a493cdb43194c820","With the rapid spread of services in the Cloud computing environment, it is difficult for users to find the right service. Therefore, the necessity of a search engine with semantic focused crawler becomes a fundamental requirement. However, the huge size and varied functionalities of Cloud services on the Web, together with the lack of standardized and coherent description of services available, have a great effect for crawlers in order to provide effective Cloud services. To solve these issues, we propose a Cloud service discovery crawler that employs a two-level semantic similarity measure based on both TF-IDF and LDA models. Moreover, in order to automatically discover and categorize Cloud services, we present a Cloud Service Ontology (CSOnt) that contains a set of concepts defining Cloud service categories. Experimental results show that the proposed method enhances the performance of the focused crawlers and presents an efficient way to parse the Web and collect Web pages relevant to Cloud services. © 2021 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","","","15","31","","Concurr. Comput. Pract. Exper.","","","","","","","","English","","","Scopus","","","","Publisher: John Wiley and Sons Ltd","<p>Export Date: 10 November 2025; Cited By: 8; Correspondence Address: H. Nabli; University of Sfax, Higher Institute of Computer Science and Multimedia of Sfax, MIRACL, Sfax, 3021, Tunisia; email: nabli.hajer@yahoo.fr; CODEN: CCPEB</p>","","","Semantics; Ontology; Natural language processing systems; Cloud services; Web services; Cloud computing environments; Search engines; Websites; Web crawler; cloud service discovery; cloud service ontology; Enhanced semantics; Focused crawler; LDA; Lda models; Retrieval models; Semantic similarity measures; TF-IDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFGRGRIQ","journalArticle","2019","Jackulin Sam Gini, A.; Chandra Sekar, A.","Experimental analysis for semantic based large scale service composition using deep learning","International Journal of Innovative Technology and Exploring Engineering","","22783075 (ISSN)","10.35940/ijitee.J1061.0881019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071233922&doi=10.35940%2Fijitee.J1061.0881019&partnerID=40&md5=9d3b627679fe0f69855a0e9931f42456","In Service Oriented Architecture (SOA) web services plays important role. Web services are web application components that can be published, found, and used on the Web. Also machine-to-machine communication over a network can be achieved through web services. Cloud computing and distributed computing brings lot of web services into WWW. Web service composition is the process of combing two or more web services to together to satisfy the user requirements. Tremendous increase in the number of services and the complexity in user requirement specification make web service composition as challenging task. The automated service composition is a technique in which Web Service Composition can be done automatically with minimal or no human intervention. In this paper we propose a approach of web service composition methods for large scale environment by considering the QoS Parameters. We have used stacked autoencoders to learn features of web services. Recurrent Neural Network (RNN) leverages uses the learned features to predict the new composition. Experiment results show the efficiency and scalability. Use of deep learning algorithm in web service composition, leads to �high success rate and less computational cost. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","4280-4283","","10","8","","Int. J. Innov. Technol. Explor. Eng.","","","","","","","","English","","","Scopus","","","","Publisher: Blue Eyes Intelligence Engineering and Sciences Publication","<p>Export Date: 10 November 2025; Cited By: 1</p>","","","Web services; Semantic web; Deep Learning; Web service composition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGKHT64H","journalArticle","2019","Lee, P.-C.; Xie, W.; Lo, T.-P.; Long, D.; Tang, X.","A Cloud Model-based Knowledge Mapping Method for Historic Building Maintenance based on Building Information Modelling and Ontology","KSCE Journal of Civil Engineering","","19763808 (ISSN); 12267988 (ISSN)","10.1007/s12205-019-2457-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068140117&doi=10.1007%2Fs12205-019-2457-0&partnerID=40&md5=94f456655158a486c955b85b3902c831","The maintenance of historic buildings requires a systematic approach to construct and reuse maintenance knowledge. Maintenance knowledge of historic buildings has extensive and specific knowledge, but a small number of experts provide most of experience. With the rapid development of building information modelling (BIM), it can facilitate maintenance management of historic buildings. Recently, research on connecting ontology and BIM was discussed to promote building knowledge management (BKM). However, BKM is less applied in historic buildings and connection strength is also less discussed. Connection strength of knowledge mapping can increase the performance of knowledge retrieval. Therefore, this study aims to build connection between maintenance ontology of historic buildings and BIM, and also proposes a cloud model-based knowledge mapping method to evaluate the connection strength. This study uses FMEA (failure mode and effects analysis) to connect ontology and BIM, and the grey relational analysis to evaluate the connection strength. Meanwhile, cloud model is integrated into FMEA to better deal with uncertain information to increase the reliability. This study adopts a real case to valid the practicability. The results show the proposed method can evaluate the connection strengths with uncertain information and obtain the maintenance knowledge more efficiently. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","3285-3296","","8","23","","KSCE J. Civ. Eng.","","","","","","","","English","","","Scopus","","","","Publisher: Springer Verlag service@springer.de","<p>Export Date: 10 November 2025; Cited By: 24; Correspondence Address: T.-P. Lo; Chengdu Liangzi Intelligent Technology Ltd., Chengdu, 610041, China; email: 2731368845@qq.com</p>","","","Cloud computing; Ontology; ontology; cloud model; Cloud modeling; Knowledge management; Information theory; Maintenance; Mapping; Knowledge engineering; Architectural design; BIM; Building Information Modelling; Failure mode and effects analysis; FMEA; Grey relational analysis; historic building; Historic buildings; knowledge mapping; Knowledge mapping; Uncertain informations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3SZJPKY","journalArticle","2019","Shi, J.; Ji, W.; Gao, Z.; Gao, Y.; Wang, Y.; Liao, X.; Shi, F.","Ontology-based code snippets management in a cloud environment","Journal of Ambient Intelligence and Humanized Computing","","18685145 (ISSN); 18685137 (ISSN)","10.1007/s12652-018-0701-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049592474&doi=10.1007%2Fs12652-018-0701-y&partnerID=40&md5=11d97f12e05f0d364ee7762bf5e4761d","A code snippet is a small region of reusable source code that is common to many functions. Skilled management and reuse of snippets can improve programming efficiency in practice. However, we find that most snippets are posted to online blogs or snippet management systems with little description and tagging, which leads to an embarrassing situation in which existing snippets are difficult to reuse. This occurs because snippets are usually hastily pushed to online services or saved in text files by programmers and also because existing management systems do not provide efficient labeling and reusing frameworks. In this paper, we propose to annotate snippets with a well-formed domain-specific ontology—programming ontology. With a thorough investigation of real world snippets, we designed a programming ontology to annotate and recommend snippets. We show how to annotate a snippet with ontology terms based on text classification models. In addition, we built a snippet management system that stores user snippets in the cloud and automatically recommends snippets, so that the retrieval of snippets becomes trivial in popular integrated developing environments, such as Eclipse and Visual Studio. Our evaluation results demonstrate that the ontology annotation algorithm is able to automatically annotate a snippet with a high degree of accuracy. The shared domain knowledge also makes it possible to share snippets among programmers and systems. As the number of labeled snippets increases, deep learning models can be trained and used to annotate code snippets with high accuracy. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","2971-2985","","8","10","","J. Ambient Intell. Humanized Comput.","","","","","","","","English","","","Scopus","","","","Publisher: Springer Verlag service@springer.de","<p>Export Date: 10 November 2025; Cited By: 1; Correspondence Address: W. Ji; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, 5 South Zhongguancun Street, Haidian District, 100081, China; email: jwx@bit.edu.cn</p>","","","Cloud computing; Codes (symbols); Computer programming languages; Cloud environments; Ontology; Deep learning; Classification (of information); Environmental management; Management systems; Text processing; Evaluation results; Computer programming; Text classification models; Code snippet; Domain-specific ontologies; High degree of accuracy; Online systems; Ontology annotations; Programming language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UESU45D5","conferencePaper","2019","Maroc, S.; Zhang, J.B.","Comparative analysis of cloud security classifications, taxonomies, and ontologies","ACM Int. Conf. Proc. Ser.","9781450385855 (ISBN); 9781450314398 (ISBN); 9781450396387 (ISBN); 9781450390019 (ISBN); 9781450390217 (ISBN); 9781450348270 (ISBN); 9781450381963 (ISBN); 9781450322485 (ISBN); 9781450348201 (ISBN); 9781450364454 (ISBN)","","10.1145/3349341.3349487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073071088&doi=10.1145%2F3349341.3349487&partnerID=40&md5=9f4cedc8cadbce7e289a3de3ad01b5da","Various classifications have been proposed to describe and organize the cloud security landscape. While some are inherited from general security concepts like security attributes (confidentiality, integrity, and availability), others are based on cloud specific characteristics such as cloud service models and stakeholders' roles. Despite the extensive body of research on developing classifications for cloud computing security, a study on the principles and dimensions of these classifications have largely escaped rigorous analysis. This paper presents a comprehensive survey of the existing cloud computing security classifications, taxonomies, and ontologies. We explore their strengths, limitations, and effective use in an attempt to draw the general properties for a holistic framework that can provide a comprehensive view of cloud computing security and help better understand this evolving field. Researchers may find in this paper a road map and an overview of what exists in terms of cloud security classifications, taxonomies, and ontologies. © 2022 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:31","2025-11-10 09:29:31","","666-672","","","","","","","","","","","Association for Computing Machinery","","English","","","Scopus","","","","Journal Abbreviation: ACM Int. Conf. Proc. Ser.","<p>Export Date: 10 November 2025; Cited By: 7; Conference name: 2019 International Conference on Artificial Intelligence and Computer Science, AICS 2019; Conference location: Wuhan</p>","","","Cloud computing; Ontology; Network security; Artificial intelligence; Cloud securities; Ontologies; Classification (of information); Taxonomies; Taxonomy; Classification; Cloud service models; Cloud computing securities; Cloud security issues; Comparative analysis; Holistic frameworks; Rigorous analysis; Road-maps; Security attributes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"FUQS7YKP","journalArticle","2019","Ahmad, A.R.; Soon, N.K.; Sapry, H.R.M.; Omar, S.S.","Factors influence the students‟ readiness on industrial revolution 4.0","International Journal of Recent Technology and Engineering","","22773878 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070749029&partnerID=40&md5=8783f78e501d504cc79355ee26475694","The Fourth Industrial Revolution can be known as Industry 4.0 which are most often associated with industrial development as well as high-tech strategies in the year 2011 at Germany. It considered as a combination with the many technologies such as robotics, artificial intelligence, cloud computing, big data, linked data, 3D printing, biotechnology and the integration of technology with the human body in industrial operations. Challenges are not limited to the financial investments required for the acquisition of new technologies for Industrial Revolution 4.0 but also in relation to the availability of qualified personnel at all levels of the organization that are able to cope with the increasing complexity of the future production system. Thus the organization should have identify the qualified candidates that suitable for the company in future. Most of the previous studies has shown and more focused on the readiness among graduate students are needed to overcome the new technology. In addition, there are no significant statistical outcomes stated about the factors influence the readiness of students on industrial revolution 4.0. This quantitative research aimed to identify the factors that influence the readiness of the undergraduate’s students of Universiti Tun Hussein Onn (UTHM) towards industrial revolution 4.0. Quantitative research method is practiced in this research. 5 point Likert scale has been used in the questionnaire to collect the data. The research sample is composed of 200 students from final year student of FPTP. Results of the research show that there is no relationship between the technical skills and non-technical skills of the student’s readiness towards Industrial Revolution 4.0. Moreover, implications of the findings, suggestions for future studies and recommendations for proactive implementation and action to be taken by future researcher also presented. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:32","2025-11-10 09:29:32","","461-468","","2 Special Issue","8","","Int. J. Recent Technol. Eng.","","","","","","","","English","","","Scopus","","","","Publisher: Blue Eyes Intelligence Engineering and Sciences Publication","<p>Export Date: 10 November 2025; Cited By: 14; Correspondence Address: A.R. Ahmad; Faculty of Technology Management and Business, Universiti Tun Hussein Onn Malaysia, Malaysia; email: arahman@uthm.edu.my</p>","","","Industrial Revolution; Readiness; Skill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RC2YWD4M","journalArticle","2019","Chen, I.-C.; Hsu, I.-C.","Open Taiwan Government data recommendation platform using DBpedia and Semantic Web based on cloud computing","International Journal of Web Information Systems","","17440084 (ISSN); 17440092 (ISSN)","10.1108/IJWIS-02-2018-0015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057013496&doi=10.1108%2FIJWIS-02-2018-0015&partnerID=40&md5=66f614e7264b7ed94faba9a786473b14","Purpose: In recent years, governments around the world are actively promoting the Open Government Data (OGD) to facilitate reusing open data and developing information applications. Currently, there are more than 35,000 data sets available on the Taiwan OGD website. However, the existing Taiwan OGD website only provides keyword queries and lacks a friendly query interface. This study aims to address these issues by defining a DBpedia cloud computing framework (DCCF) for integrating DBpedia with Semantic Web technologies into Spark cluster cloud computing environment. Design/methodology/approach: The proposed DCCF is used to develop a Taiwan OGD recommendation platform (TOGDRP) that provides a friendly query interface to automatically filter out the relevant data sets and visualize relationships between these data sets. Findings: To demonstrate the feasibility of TOGDRP, the experimental results illustrate the efficiency of the different cloud computing models, including Hadoop YARN cluster model, Spark standalone cluster model and Spark YARN cluster model. Originality/value: The novel solution proposed in this study is a hybrid approach for integrating Semantic Web technologies into Hadoop and Spark cloud computing environment to provide OGD data sets recommendation. © 2021 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:32","2025-11-10 09:29:32","","236-254","","2","15","","Int. J. Web Inf. Syst.","","","","","","","","English","","","Scopus","","","","Publisher: Emerald Group Holdings Ltd.","<p>Export Date: 10 November 2025; Cited By: 7; Correspondence Address: I.-C. Hsu; Department of Computer Science and Information Engineering, National Formosa University, Yulin, Taiwan; email: hsuic@nfu.edu.tw</p>","","","Semantic Web; Cloud computing; Recommender systems; Cluster computing; Cloud computing environments; Semantic Web technology; Semantic web; Websites; Open Data; Government data processing; Design/methodology/approach; Linked open data; Information applications; Keyword queries; Linked open datum; Open government data; Query interfaces; Wool; Yarn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAXDJL6S","journalArticle","2019","Baek, J.-W.; Chung, K.; Kim, J.; Jung, H.","Cloud-based ontology context mining using deep learning in healthcare","International Journal of Innovative Technology and Exploring Engineering","","22783075 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068695347&partnerID=40&md5=45b44c7f28a1161c5b5252e34961ebb6","Abstract With the development of information technologies, IT convergence technologies are being utilized in various fields. Human-oriented contents are continuously being developed to enjoy higher quality life through IT convergence technologies. Health care services resulting from the development of various smart IT devices in the health and medical field make more efficient health management possible for people. This study proposes a cloud-based ontology context mining method using deep-learning in health care. The user’s static data and context data are saved in cloud, which is a high performance computing resource through ontology modeling and context mining is used to collect user health data with high similarity. The collected health data are applied to the algorithms and back propagation of artificial neural networks and deep-learning is conducted to provide more accurate health care prediction service. Furthermore, upon conducting a performance analysis to verify the validity of the learned user health data, it was found that the prediction accuracy that applied the proposed method was approximately 17% higher. © 2019 Elsevier B.V., All rights reserved.","2019","2025-11-10 09:29:32","2025-11-10 09:29:32","","296-300","","8","8","","Int. J. Innov. Technol. Explor. Eng.","","","","","","","","English","","","Scopus","","","","Publisher: Blue Eyes Intelligence Engineering and Sciences Publication","<p>Export Date: 10 November 2025; Cited By: 5; Correspondence Address: H. Jung; Department of Computer Software, Daelim University, Suwon-si, 154-42, Gwanggyosan-ro, Yeongtong-gu, Gyeonggi-do, 13916, South Korea; email: hijung1982@gmail.com</p>","","","Cloud Computing; Ontology; Healthcare; Deep Learning; Context Mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
